,title,genres,original_language,production_companies,budget,revenue,runtime (minutes),status,release_year,synopsis,fem,rotten_score,audience_score
1515,As Luck Would Have It,TV Movie-Comedy-Romance,en,Hallmark Media-Basset Hound Distribution-Zanzibar Productions,0,0,84,Released,2021,When Lindsey travels to Ireland to acquire land that is perfect for a resort she decides to enter the town's matchmaking festival to prove her investment—and win over a handsome local.,1,,
1516,A Very Merry Bridesmaid,TV Movie-Comedy-Romance,en,Unity Pictures-Hallmark Media,0,0,84,Released,2021,Leah's 30th birthday is on Christmas Eve the same day as her brother's wedding. Her childhood crush is back in town for the wedding and he is determined to make sure her birthday does not go by the wayside.,1,,
1518,The Picture of Christmas,TV Movie-Comedy-Family-Romance,en,Reel One Entertainment-Champlain Media-CMW Winter Productions,0,0,85,Released,2021,Ember Morley a graphic designer and aspiring storybook illustrator in Manhattan is surprised when she learns she has inherited her Grandmother’s Christmas tree farm. She heads back to her hometown of Willow Hill in order to sell it before Christmas but the charming townspeople convince her to stay a little longer and help plan their annual Christmas Tree Festival. When forced to work with Brandon Hart the farm’s handsome caretaker Ember is reminded of the things she once wanted in life.,1,,
1525,Sweet Carolina,TV Movie-Romance-Family-Drama,en,Motion Picture Corporation of America-Front Street Pictures-Brad Krevoy Television-Philomen Media-Carolina Productions,0,0,84,Released,2021,Josie is a successful New York marketing executive who returns to her small hometown. While there she becomes the unexpected guardian of her niece and nephew and reconnects with Cooper her high school boyfriend.,1,,
1527,Christmas in the Rockies,Romance-TV Movie,en,Brain Power Studio-Imagicomm Entertainment-INSP Films-FOX Nation,0,0,85,Released,2021,Katie Jolly is a driven young woman with aspirations to leave her small town of Homewood and the family business behind for a career in New York City. Katie’s dreams come to a halt when her father’s sudden injury leaves the future of the company on her shoulders. Saddled with Jolly Lumber’s looming financial troubles she must also navigate the complexities of love and family as well as the pressure to win the annual Lumberjack Competition.,1,,
1528,Picture Perfect Lies,Crime-Family-Thriller-TV Movie,en,Maple Island Films-Reel One Entertainment,0,0,85,Released,2021,Rachel Collins is thriving and about to celebrate her sweet sixteenth birthday. She has great friends a new boyfriend and loving parents what more could a girl want? But when a shock murder at her party unravels a dark web of lies in her family Rachel questions everything she’s ever known.,1,,
1532,Love’s Match,Comedy-TV Movie-Romance-Family,en,Reel One Entertainment-CME Spring Productions,0,0,85,Released,2021,Smart and beautiful matchmaker Leah Price is the owner of dating website Soulmatch. But when one of her clients still doesn’t find love Leah reluctantly agrees to allow devilishly handsome rival matchmaker Peter Beckett whose speciality is arranging romantic meet-cutes to help her.,1,,
1536,Val,Horror-Comedy,en,Epic Pictures Group-Social House Films-Dread,0,0,81,Released,2021,Fin is a criminal on the run wanted for the murder of his boss and the accidental shooting of an officer. He breaks into the home of a high-class escort only to discover that you get more than you bargain for with Val short for “Valefar” – a demon who offers to make all his problems disappear if he agrees to follow her rules. But in Val’s world there are no accidents and as Fin meets her other “customers” he learns that Val was expecting him all along and it isn’t easy to escape Val’s dungeon.,1,94,89
1537,V.C. Andrews' Ruby,Drama-TV Movie,en,Champlain Media,0,0,90,Released,2021,Ruby Landry is filled with hope as love blooms with her high school sweetheart Paul Tate. But lingering thoughts of her mysterious father and her mother's death often creep into Ruby's mind.,1,,
1538,"Mark, Mary + Some Other People",Comedy-Drama-Romance,en,Bee-Hive Productions-Sweet Blood Films-Crush Pictures-Ten Acre Films-Ranch Hand Entertainment,0,0,90,Released,2021,Mark and Mary's meet-cute happens at a neighborhood drug store where she is busy buying a pregnancy test and he has to make an effort to remind her they met in college. After asking her out he accompanies her as she takes the test and upon it showing negative she agrees to a date. One year later they have fallen deeply passionately head over heels in love and their whirlwind romance leads to marriage. So when Mary suddenly requests they open their relationship to “ethical non-monogamy” Mark is taken by surprise but agrees to try it. And that's where this story really begins.,1,,
1541,My True Fairytale,Drama-Mystery-Thriller,en,Purplelight Pictures,0,0,86,Released,2021,Angie Goodwin 17 along with her best friends Sarah and Andre go through a horrific car crash. While her friends miraculously survive Angie disappears. She decides to fulfill her childhood fantasy & embarks on a mysterious journey.,1,60,99
1550,Secrets in the Water,Thriller-TV Movie,en,MarVista Entertainment-Feifer Worldwide,0,0,77,Released,2021,Inspired by a true story. When Mia’s body washes ashore her mother Laura enlists the help of Mia’s best friend Bailey to figure out who killed her daughter. Together they narrow down the suspects to a secret boyfriend and a classmate Mia rejected. As they further investigate they find Mia’s secret boyfriend dead along with a note confessing to Mia’s murder. But when the police call Laura with new evidence the real killer may be closer than she thinks.,1,,
1554,WWE Money in the Bank 2021,Action-Drama,en,World Wrestling Entertainment (WWE),0,0,180,Released,2021,"It's time once again for yet another climb towards a golden opportunity for potential future championship gold for these WWE Superstars as both the Men's & Women's Money in the Bank briefcases are up for grabs (in front of a full live crowd for the first time in over a year no less!). Also ""The Head of the Table"" Roman Reigns will be defending his Universal Championship against ""The Rated R Superstar"" Edge ""The All-Mighty"" WWE Champion Bobby Lashley faces off against Kofi Kingston for Lashley's title and Rhea Ripley defends her Raw Women's Championship against ""The Queen"" Charlotte Flair.",1,,
1555,Rare Beasts,Romance-Comedy-Drama,en,Western Edge Pictures-42-Fields Park-Great Point Media-Warrior Global Media,0,0,87,Released,2021,Mandy is a mother a writer a nihilist. Mandy is a modern woman in a crisis. Raising a son in the midst of a female revolution mining the pain of her parents' separation and professionally writing about a love that no longer exists she falls upon a troubled man Pete who’s searching for a sense of worth belonging and ‘restored’ Male identity.,1,69,42
1560,"Next Stop, Christmas",TV Movie-Fantasy-Drama-Romance,en,Synthetic Cinema International-Team 2 Entertainment-Hallmark Media,0,0,84,Released,2021,Angie wonders what her life would be like if she had married a former boyfriend who became a famous sportscaster. She takes the train home to spend Christmas with her family and inexplicably finds herself 10 years in the past. With the advice of the train's enigmatic conductor Angie has the chance to revisit that Christmas and learn what — and who — is truly important to her.,1,,
1562,Let Us In,Science Fiction-Thriller,en,Samuel Goldwyn Films-Pelican Films,0,0,84,Released,2021,A 12 year old girl is determined to uncover who or what is behind the rash of disappearances occurring in her small town.,1,20,20
1569,If She Screams,Horror-Mystery,en,A-Level Entertainment,0,0,86,Released,2021,Kassi's friend takes her to a farm up in the hills of Northern California but when all hell breaks loose she will be put through a gauntlet of terror and fight to make it off the mountain alive.,1,,
1573,The Nanny Murders,TV Movie-Thriller,en,Reel One Entertainment-Cartel Pictures-The Cartel,0,0,85,Released,2021,A young woman reluctantly takes a job as a Nanny for a well-known businessman. He quickly makes advances towards her which she rejects only for his passion to become deadly.,1,,
1574,Heart of the Manor,TV Movie-Comedy-Romance,en,Storyteller Studios,0,0,85,Released,2021,On the eve of her sister’s wedding Real Estate agent Liz Bennet finds herself in competition with handsome developer Dare Williams when he wants to buy her family’s historic estate. But could he hold the key to Liz’s heart?,1,,
1576,The Irish Connection,Action,en,Empire Productions-Maltese,0,0,93,Released,2021,A female British agent Aureille is sent to Ireland to investigate the robbery of Bearer Bonds by Rory Baker. Betrayed and set up by a Priest the agent goes Rogue in Malta dodging the Baker's ruthless hit men and worse her own boss Miranda.,1,,
1579,The Evil Twin,TV Movie-Thriller,en,Johnson Production Group-Fireside Pictures,0,0,87,Released,2021,A woman escapes from an abusive relationship by moving back to her hometown only to discover she has a long-lost twin sister who may be a murderer.,1,,
1581,Christmas on 5th Avenue,TV Movie-Comedy-Romance,en,Brain Power Studio,0,0,90,Released,2021,Eve A Christmas loving professional wish granter takes on the task of decorating the high-end condo for a reclusive writer who is spending the holidays out of town. But when the handsome writer turns out to be home for the holidays after all Eve will have to pull out all her tricks to make him fall in love with Christmas all over again – and maybe find romance along the way.,1,,
